"Notes"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"ICD Chapter"	"ICD Chapter Code"	"Single Race 6"	"Single Race 6 Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Neoplasms"	"C00-D48"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	0	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	Suppressed	371827	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	0	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	18	371827	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"More than one race"	"M"	Suppressed	23709	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Mental and behavioural disorders"	"F01-F99"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Mental and behavioural disorders"	"F01-F99"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	0	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Mental and behavioural disorders"	"F01-F99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	0	371827	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Mental and behavioural disorders"	"F01-F99"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the nervous system"	"G00-G98"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the nervous system"	"G00-G98"	"Asian"	"A"	Suppressed	7621	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	Suppressed	34547	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the nervous system"	"G00-G98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	27	371827	7.3
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the nervous system"	"G00-G98"	"More than one race"	"M"	Suppressed	23709	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the eye and adnexa"	"H00-H57"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the eye and adnexa"	"H00-H57"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the eye and adnexa"	"H00-H57"	"Black or African American"	"2054-5"	0	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the eye and adnexa"	"H00-H57"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the eye and adnexa"	"H00-H57"	"White"	"2106-3"	0	371827	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the eye and adnexa"	"H00-H57"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the ear and mastoid process"	"H60-H93"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the ear and mastoid process"	"H60-H93"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the ear and mastoid process"	"H60-H93"	"Black or African American"	"2054-5"	0	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the ear and mastoid process"	"H60-H93"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the ear and mastoid process"	"H60-H93"	"White"	"2106-3"	0	371827	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the ear and mastoid process"	"H60-H93"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the circulatory system"	"I00-I99"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	Suppressed	34547	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the circulatory system"	"I00-I99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	33	371827	8.9
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the circulatory system"	"I00-I99"	"More than one race"	"M"	Suppressed	23709	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"American Indian or Alaska Native"	"1002-5"	Suppressed	20822	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	Suppressed	34547	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	28	371827	7.5
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"More than one race"	"M"	Suppressed	23709	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"Black or African American"	"2054-5"	Suppressed	34547	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	21	371827	5.6
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Black or African American"	"2054-5"	0	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	0	371827	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	0	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	Suppressed	371827	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"Black or African American"	"2054-5"	Suppressed	34547	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	Suppressed	371827	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Black or African American"	"2054-5"	0	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"White"	"2106-3"	0	371827	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"More than one race"	"M"	0	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"American Indian or Alaska Native"	"1002-5"	Suppressed	20822	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian"	"A"	Suppressed	7621	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	62	34547	179.5
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	2641	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	867	371827	233.2
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"More than one race"	"M"	45	23709	189.8
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"American Indian or Alaska Native"	"1002-5"	Suppressed	20822	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Asian"	"A"	Suppressed	7621	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	17	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	2641	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	465	371827	125.1
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"More than one race"	"M"	19	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"American Indian or Alaska Native"	"1002-5"	Suppressed	20822	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Asian"	"A"	Suppressed	7621	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	21	34547	60.8
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	172	371827	46.3
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"More than one race"	"M"	14	23709	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"American Indian or Alaska Native"	"1002-5"	0	20822	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"Black or African American"	"2054-5"	Suppressed	34547	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"White"	"2106-3"	12	371827	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"More than one race"	"M"	Suppressed	23709	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	Suppressed	20822	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"Asian"	"A"	0	7621	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	10	34547	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	2641	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	81	371827	21.8
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"More than one race"	"M"	Suppressed	23709	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"American Indian or Alaska Native"	"1002-5"	0	81441	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"Asian"	"A"	0	29706	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	0	134412	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	10477	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	14	1590254	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"More than one race"	"M"	0	96533	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	0	81441	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"Asian"	"A"	0	29706	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	Suppressed	134412	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	10477	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	35	1590254	2.2
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"More than one race"	"M"	Suppressed	96533	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"American Indian or Alaska Native"	"1002-5"	0	81441	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Asian"	"A"	0	29706	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	0	134412	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	10477	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	Suppressed	1590254	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"More than one race"	"M"	Suppressed	96533	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"American Indian or Alaska Native"	"1002-5"	0	81441	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian"	"A"	Suppressed	29706	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	0	134412	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	10477	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	10	1590254	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"More than one race"	"M"	0	96533	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"American Indian or Alaska Native"	"1002-5"	0	81441	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"Asian"	"A"	0	29706	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	0	134412	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	10477	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	Suppressed	1590254	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"More than one race"	"M"	0	96533	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"American Indian or Alaska Native"	"1002-5"	0	81441	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"Asian"	"A"	0	29706	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	Suppressed	134412	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	10477	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	30	1590254	1.9
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"More than one race"	"M"	0	96533	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the eye and adnexa"	"H00-H57"	"American Indian or Alaska Native"	"1002-5"	0	81441	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the eye and adnexa"	"H00-H57"	"Asian"	"A"	0	29706	Unreliable
