"Notes"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"ICD Chapter"	"ICD Chapter Code"	"Single Race 6"	"Single Race 6 Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"American Indian or Alaska Native"	"1002-5"	Suppressed	13189	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"Asian"	"A"	Suppressed	92817	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	58	247221	23.5
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	3955	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	43	831485	5.2
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the respiratory system"	"J00-J98"	"More than one race"	"M"	12	93157	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"American Indian or Alaska Native"	"1002-5"	Suppressed	13189	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"Asian"	"A"	Suppressed	92817	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"Black or African American"	"2054-5"	15	247221	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	3955	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	25	831485	3.0
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the digestive system"	"K00-K92"	"More than one race"	"M"	Suppressed	93157	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"American Indian or Alaska Native"	"1002-5"	0	13189	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Asian"	"A"	0	92817	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Black or African American"	"2054-5"	0	247221	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	3955	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	Suppressed	831485	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"More than one race"	"M"	0	93157	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"American Indian or Alaska Native"	"1002-5"	0	13189	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Asian"	"A"	0	92817	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	Suppressed	247221	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	3955	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	Suppressed	831485	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"More than one race"	"M"	0	93157	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"American Indian or Alaska Native"	"1002-5"	Suppressed	13189	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"Asian"	"A"	Suppressed	92817	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"Black or African American"	"2054-5"	Suppressed	247221	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	3955	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	12	831485	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Diseases of the genitourinary system"	"N00-N98"	"More than one race"	"M"	Suppressed	93157	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"American Indian or Alaska Native"	"1002-5"	0	13189	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Asian"	"A"	0	92817	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Black or African American"	"2054-5"	0	247221	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	3955	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"White"	"2106-3"	0	831485	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"More than one race"	"M"	0	93157	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"American Indian or Alaska Native"	"1002-5"	32	13189	242.6
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian"	"A"	166	92817	178.8
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	1228	247221	496.7
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	10	3955	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	1589	831485	191.1
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Certain conditions originating in the perinatal period"	"P00-P96"	"More than one race"	"M"	160	93157	171.8
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"American Indian or Alaska Native"	"1002-5"	18	13189	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Asian"	"A"	56	92817	60.3
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	366	247221	148.0
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	3955	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	928	831485	111.6
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"More than one race"	"M"	58	93157	62.3
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"American Indian or Alaska Native"	"1002-5"	22	13189	166.8
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Asian"	"A"	15	92817	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	433	247221	175.1
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	3955	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	434	831485	52.2
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"More than one race"	"M"	51	93157	54.7
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"American Indian or Alaska Native"	"1002-5"	0	13189	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"Asian"	"A"	Suppressed	92817	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"Black or African American"	"2054-5"	12	247221	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	3955	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"White"	"2106-3"	18	831485	Unreliable
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"Codes for special purposes"	"U00-U99"	"More than one race"	"M"	Suppressed	93157	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	Suppressed	13189	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"Asian"	"A"	Suppressed	92817	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	245	247221	99.1
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	3955	Suppressed
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	302	831485	36.3
	"Female"	"F"	"2021"	"2021"	"< 1 year"	"1"	"External causes of morbidity and mortality"	"V01-Y89"	"More than one race"	"M"	43	93157	46.2
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"American Indian or Alaska Native"	"1002-5"	0	56777	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"Asian"	"A"	Suppressed	418831	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	22	1049690	2.1
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	17087	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	26	3590340	0.7
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Certain infectious and parasitic diseases"	"A00-B99"	"More than one race"	"M"	Suppressed	384447	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	0	56777	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"Asian"	"A"	Suppressed	418831	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	33	1049690	3.1
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	17087	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	61	3590340	1.7
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Neoplasms"	"C00-D48"	"More than one race"	"M"	Suppressed	384447	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"American Indian or Alaska Native"	"1002-5"	0	56777	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Asian"	"A"	0	418831	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	Suppressed	1049690	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	17087	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	Suppressed	3590340	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"More than one race"	"M"	0	384447	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"American Indian or Alaska Native"	"1002-5"	Suppressed	56777	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian"	"A"	Suppressed	418831	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	11	1049690	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	17087	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	27	3590340	0.8
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"More than one race"	"M"	0	384447	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"American Indian or Alaska Native"	"1002-5"	0	56777	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"Asian"	"A"	0	418831	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	Suppressed	1049690	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	17087	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	Suppressed	3590340	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Mental and behavioural disorders"	"F01-F99"	"More than one race"	"M"	0	384447	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"American Indian or Alaska Native"	"1002-5"	Suppressed	56777	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"Asian"	"A"	Suppressed	418831	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	29	1049690	2.8
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	17087	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	33	3590340	0.9
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the nervous system"	"G00-G98"	"More than one race"	"M"	Suppressed	384447	Suppressed
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the eye and adnexa"	"H00-H57"	"American Indian or Alaska Native"	"1002-5"	0	56777	Unreliable
	"Female"	"F"	"2021"	"2021"	"1-4 years"	"1-4"	"Diseases of the eye and adnexa"	"H00-H57"	"Asian"	"A"	0	418831	Unreliable
