Age_groups	Gender	Year	Deaths	Population	Crude Rate
60-64 years	F	2019	2	10714416	0.0186664396827601
60-64 years	F	2020	9264	10823072	85.594921663646
60-64 years	F	2021	17055	10902491	156.432140141184
60-64 years	F	2022	6069	10820443	56.0882766075289
60-64 years	M	2001	51	5302150	0.961873956791113
60-64 years	M	2019	5	9856730	0.0507267623238133
60-64 years	M	2020	16204	9977506	162.405314514469
60-64 years	M	2021	25467	10333259	246.456611607238
60-64 years	M	2022	8469	10297980	82.2394294803447
65-69 years	F	2001	6	5134618	0.116853873063196
65-69 years	F	2020	12568	9483316	132.527483002781
65-69 years	F	2021	19968	9646107	207.005790004195
65-69 years	F	2022	7751	9757521	79.436160065656
65-69 years	M	2001	20	4427615	0.451710458113454
65-69 years	M	2020	20946	8390351	249.643906434904
65-69 years	M	2021	28184	8748213	322.168653186657
65-69 years	M	2022	11033	8873901	124.330888974308
70-74 years	F	2001	5	4908508	0.101863947252403
70-74 years	F	2020	16704	7882542	211.911335201259
70-74 years	F	2021	22821	8150929	279.980355613452
70-74 years	F	2022	9821	8120246	120.94461177654
70-74 years	M	2001	10	3913438	0.255529792474034
70-74 years	M	2020	26077	6793189	383.869784868344
70-74 years	M	2021	31749	7120873	445.858253615814
70-74 years	M	2022	13461	7036771	191.295126699448
75-79 years	F	2001	8	4378159	0.182725204817824
75-79 years	F	2019	1	5334166	0.0187470731132102
75-79 years	F	2020	19666	5513149	356.71083803467
75-79 years	F	2021	21902	5432359	403.176594183116
75-79 years	F	2022	10970	5951314	184.329040611872
75-79 years	M	2001	1	3077254	0.0324965050008872
75-79 years	M	2002	2	3101769	0.0644793342121867
75-79 years	M	2019	7	4318499	0.162093356974264
75-79 years	M	2020	27544	4473684	615.689440738327
75-79 years	M	2021	29684	4472410	663.713747174342
75-79 years	M	2022	14741	4909686	300.24323347766
80-84 years	F	2001	8	3211574	0.249099039910025
80-84 years	F	2019	3	3637483	0.0824746122524834
80-84 years	F	2020	22652	3715123	609.724092580515
80-84 years	F	2021	20964	3605202	581.493075838746
80-84 years	F	2022	11186	3834386	291.728584446115
80-84 years	M	2019	8	2679724	0.298538207666163
80-84 years	M	2020	27187	2749591	988.765238175423
80-84 years	M	2021	26260	2696104	973.998035684083
80-84 years	M	2022	14294	2825159	505.953824191842
< 1 year	F	2020	12	1826869	0.65686154836499
< 1 year	F	2021	47	1742991	2.69651421034303
< 1 year	F	2022	60	1800246	3.33287784002853
< 1 year	M	2020	23	1908141	1.20536165828416
< 1 year	M	2021	44	1821502	2.41558889312227
< 1 year	M	2022	82	1882867	4.35506066015284
